Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season
Joe Harris,32,DET,SG,16,0,170,4.6,.489,.769,.051,1.9,6.7,4.3,7.7,0.8,1.0,9.1,11.0,0.0,0.0,0.0,.001,-4.7,-1.1,-5.9,-0.2,,2024
Trevelin Queen,26,ORL,SG,14,0,165,8.3,.462,.447,.316,2.1,12.2,7.1,14.5,2.1,2.8,13.9,13.3,-0.1,0.3,0.2,.056,-4.7,1.4,-3.4,-0.1,,2024
Zavier Simpson,26,MEM,PG,7,0,161,6.3,.377,.315,.074,2.6,11.3,6.8,22.5,2.1,1.7,15.2,17.5,-0.3,0.2,-0.2,-0.046,-6.2,0.3,-5.9,-0.2,,2024
Thanasis Antetokounmpo,31,MIL,PF,34,0,155,5.5,.518,.033,.067,5.1,4.2,4.6,13.9,2.2,2.2,31.2,12.5,-0.2,0.1,0.0,-0.010,-6.7,0.3,-6.4,-0.2,,2024
Tristan Vukcevic,20,WAS,C,10,4,153,13.9,.554,.537,.328,4.1,21.5,12.6,12.1,1.5,3.7,11.5,23.9,0.0,0.1,0.1,.045,-3.5,-0.1,-3.6,-0.1,,2024
Darius Bazley,23,2TM,PF,9,0,152,13.9,.680,.267,.400,5.8,14.4,10.1,6.0,1.9,4.1,18.5,11.9,0.2,0.1,0.3,.084,-0.9,0.5,-0.4,0.1,,2024
Darius Bazley,23,PHI,PF,3,0,10,-1.6,.000,.000,.000,0.0,11.2,5.5,23.2,0.0,0.0,50.0,8.6,0.0,0.0,0.0,-0.142,-7.7,-0.7,-8.4,0.0,,2024
Darius Bazley,23,UTA,PF,6,0,142,14.9,.700,.276,.414,6.3,14.6,10.5,4.7,2.0,4.4,17.0,12.2,0.2,0.1,0.3,.100,-0.4,0.6,0.2,0.1,,2024
DeJon Jarreau,26,MEM,SG,9,0,150,9.6,.392,.260,.220,5.6,27.3,16.0,25.4,2.0,1.2,14.1,18.3,-0.2,0.2,0.0,.002,-4.6,0.7,-4.0,-0.1,,2024
Jules Bernard,24,WAS,SG,19,0,149,12.7,.544,.453,.141,7.0,11.8,9.3,15.4,0.9,0.5,10.5,21.5,0.0,0.0,0.1,.026,-0.6,-2.5,-3.0,0.0,,2024
Jeff Dowtin,26,PHI,PG,12,0,142,18.2,.689,.528,.111,2.3,13.5,7.8,26.4,2.4,0.6,11.7,13.0,0.4,0.2,0.6,.193,2.0,1.3,3.3,0.2,,2024
Sidy Cissoko,19,SAS,SF,12,0,141,12.0,.568,.364,.455,6.1,10.8,8.4,9.4,2.4,1.8,7.0,12.7,0.2,0.1,0.3,.110,-4.0,1.4,-2.7,0.0,,2024
Brandon Clarke,27,MEM,PF,6,1,134,18.9,.548,.102,.119,10.2,16.2,13.1,12.2,1.8,4.2,4.6,20.8,0.1,0.2,0.3,.108,0.7,0.3,1.0,0.1,,2024
Emoni Bates,20,CLE,SF,15,0,133,2.6,.404,.673,.082,0.9,10.9,5.9,10.0,0.4,1.4,13.6,19.5,-0.4,0.1,-0.3,-0.092,-6.2,-3.0,-9.2,-0.2,,2024
Dru Smith,26,MIA,SG,9,0,131,12.8,.576,.515,.061,5.1,7.0,6.1,15.0,3.4,2.2,12.9,13.2,0.1,0.2,0.3,.125,-1.8,3.2,1.4,0.1,,2024
Jeenathan Williams,24,HOU,SG,22,0,129,15.6,.565,.100,.260,9.9,9.2,9.6,8.3,1.5,0.7,6.7,19.7,0.2,0.1,0.3,.110,-0.8,-0.8,-1.6,0.0,,2024
T.J. Warren,30,MIN,SF,11,0,125,9.2,.479,.317,.098,4.8,14.8,10.0,10.1,1.6,0.7,8.6,16.5,0.0,0.2,0.2,.060,-5.0,0.5,-4.5,-0.1,,2024
Timmy Allen,24,MEM,SF,5,0,125,0.8,.272,.304,.087,3.4,11.8,7.4,5.4,1.6,0.0,7.7,8.9,-0.2,0.1,-0.1,-0.041,-10.3,-0.7,-11.1,-0.3,,2024
Jalen Pickett,24,DEN,SG,27,0,122,9.7,.571,.714,.114,0.9,11.5,6.4,21.7,1.6,0.0,19.7,16.4,0.0,0.1,0.2,.065,-2.7,-0.5,-3.3,0.0,,2024
Luka Garza,25,MIN,C,25,0,122,21.8,.576,.427,.333,18.6,10.7,14.4,5.9,1.6,0.7,6.5,33.3,0.2,0.2,0.4,.166,0.6,-2.7,-2.1,0.0,,2024
Mãozinha Pereira,23,MEM,SF,7,1,122,15.7,.609,.371,.286,9.5,24.3,16.6,2.5,2.4,3.1,11.3,15.6,0.1,0.2,0.3,.123,-1.2,0.7,-0.5,0.0,,2024
Jahmi'us Ramsey,22,TOR,SG,7,1,121,10.6,.538,.537,.146,3.6,16.7,10.0,9.1,2.8,0.0,13.8,17.9,-0.1,0.1,0.1,.021,-3.9,-0.5,-4.4,-0.1,,2024
Marques Bolden,25,2TM,C,11,2,121,16.0,.691,.040,.160,9.0,22.8,15.8,4.8,1.2,5.4,10.1,10.9,0.2,0.1,0.3,.134,-2.1,-0.5,-2.7,0.0,,2024
Marques Bolden,25,MIL,C,2,0,3,3.0,,,,0.0,71.5,36.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.102,-7.8,2.3,-5.5,0.0,,2024
Marques Bolden,25,CHO,C,9,2,118,16.4,.691,.040,.160,9.2,21.6,15.2,4.9,1.3,5.5,10.1,11.1,0.2,0.1,0.3,.135,-2.0,-0.6,-2.6,0.0,,2024
Mouhamadou Gueye,25,TOR,PF,11,0,120,4.6,.310,.079,.237,10.8,10.3,10.5,5.3,1.2,13.2,22.2,19.2,-0.5,0.2,-0.4,-0.147,-11.0,-0.9,-11.9,-0.3,,2024
Xavier Moon,29,LAC,SG,14,1,119,8.1,.352,.370,.043,7.9,9.2,8.5,23.4,1.2,2.3,9.6,19.1,-0.2,0.1,-0.1,-0.026,-4.7,-1.4,-6.1,-0.1,,2024
Robert Williams,26,POR,C,6,0,119,17.2,.684,.000,.346,9.8,27.0,17.9,6.3,2.9,5.3,18.9,13.2,0.2,0.2,0.4,.144,-2.2,2.9,0.7,0.1,,2024
Brandon Williams,24,DAL,PG,17,0,113,9.3,.439,.278,.315,3.9,8.7,6.3,20.9,0.4,0.8,10.2,26.0,-0.2,0.1,-0.1,-0.044,-2.7,-2.8,-5.5,-0.1,,2024
Udoka Azubuike,24,PHO,C,16,0,113,12.3,.609,.000,.565,11.6,20.0,16.0,3.6,0.4,4.7,12.2,12.6,0.1,0.1,0.2,.100,-3.0,-0.1,-3.2,0.0,,2024
Matthew Hurt,23,MEM,PF,8,0,113,8.4,.453,.588,.088,8.4,7.1,7.7,5.1,1.3,2.5,5.4,14.2,0.0,0.1,0.1,.031,-3.0,-0.7,-3.7,-0.1,,2024
Jalen Hood-Schifino,20,LAL,SG,21,0,109,-1.5,.316,.333,.444,2.1,10.7,6.6,9.1,1.3,1.6,14.3,24.9,-0.6,0.1,-0.5,-0.222,-12.4,-3.7,-16.1,-0.4,,2024
Dylan Windler,27,3TM,SF,17,0,108,14.2,.717,.900,.000,2.9,13.4,8.1,12.3,0.9,0.0,6.3,12.5,0.3,0.0,0.3,.140,1.7,-1.0,0.7,0.1,,2024
Dylan Windler,27,NYK,SF,3,0,7,15.5,.750,1.000,.000,0.0,16.1,8.0,20.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,.238,3.7,3.8,7.4,0.0,,2024
Dylan Windler,27,LAL,SF,8,0,28,15.9,.667,.889,.000,0.0,11.3,6.0,28.2,0.0,0.0,0.0,13.9,0.1,0.0,0.1,.194,3.8,-0.6,3.2,0.0,,2024
Dylan Windler,27,ATL,SF,6,0,73,13.4,.737,.895,.000,4.3,14.0,9.0,5.5,1.3,0.0,9.5,12.0,0.1,0.0,0.2,.110,0.6,-1.6,-0.9,0.0,,2024
Malik Williams,25,TOR,C,7,2,107,4.9,.272,.147,.059,15.1,24.1,19.5,2.4,1.4,3.3,7.9,15.1,-0.3,0.1,-0.2,-0.069,-7.8,-3.7,-11.5,-0.3,,2024
Armoni Brooks,25,BRK,PG,10,0,104,8.3,.448,.696,.043,7.2,11.9,9.5,6.9,0.5,0.9,6.0,20.8,-0.1,0.1,0.0,-0.018,-2.2,-3.7,-5.8,-0.1,,2024
Maxwell Lewis,21,LAL,SF,34,0,103,-3.9,.246,.429,.143,2.3,2.1,2.2,6.8,0.9,0.8,30.9,13.6,-0.5,0.0,-0.4,-0.195,-10.3,-3.2,-13.5,-0.3,,2024
Harry Giles,25,2TM,C,23,0,100,14.8,.503,.280,.260,12.8,20.0,16.4,10.5,1.0,2.7,9.7,26.7,0.0,0.1,0.1,.027,-2.7,-2.0,-4.8,-0.1,,2024
Harry Giles,25,BRK,C,16,0,81,18.5,.543,.250,.295,15.7,19.5,17.6,13.0,0.6,3.3,10.8,29.8,0.0,0.1,0.1,.071,-1.1,-1.8,-2.8,0.0,,2024
Harry Giles,25,LAL,C,7,0,19,-1.0,.167,.500,.000,0.0,22.3,11.7,0.0,2.5,0.0,0.0,13.6,-0.1,0.0,-0.1,-0.162,-9.7,-3.2,-12.9,-0.1,,2024
Olivier Sarr,24,OKC,C,15,0,98,14.8,.664,.316,.789,11.8,28.5,20.5,2.5,0.0,6.6,10.5,12.7,0.2,0.2,0.4,.186,-2.6,-0.1,-2.6,0.0,,2024
Jamaree Bouyea,24,2TM,PG,9,0,95,1.5,.375,.321,.000,3.4,19.2,11.0,15.9,0.5,0.0,24.3,16.5,-0.3,0.1,-0.3,-0.129,-10.2,-2.0,-12.3,-0.2,,2024
Jamaree Bouyea,24,POR,PG,6,0,57,-4.8,.238,.381,.000,3.7,16.7,9.8,19.4,0.0,0.0,27.6,21.6,-0.4,0.0,-0.4,-0.299,-13.0,-4.8,-17.8,-0.2,,2024
Jamaree Bouyea,24,SAS,PG,3,0,38,11.1,.786,.143,.000,2.8,23.0,12.8,10.7,1.2,0.0,12.5,8.9,0.1,0.0,0.1,.126,-6.1,2.2,-3.9,0.0,,2024
Josh Minott,21,MIN,SF,32,0,91,20.4,.593,.278,.389,5.2,15.5,10.6,13.2,2.7,4.9,4.5,21.4,0.2,0.2,0.4,.222,1.8,3.3,5.1,0.2,,2024
Chris Livingston,20,MIL,SF,21,0,90,6.9,.547,.227,.182,3.7,21.5,12.8,7.2,1.1,0.0,17.4,13.8,0.0,0.1,0.1,.027,-7.0,-1.0,-8.0,-0.1,,2024
Cole Swider,24,MIA,SF,18,0,87,7.1,.540,.789,.053,1.3,7.9,4.6,8.8,0.6,1.1,17.1,24.0,-0.2,0.1,-0.1,-0.050,-2.1,-2.4,-4.5,-0.1,,2024
Admiral Schofield,26,ORL,PF,23,0,84,6.0,.484,.615,.077,4.2,19.7,11.9,11.6,0.6,0.0,15.7,16.6,-0.1,0.1,0.0,.006,-4.1,-0.8,-4.9,-0.1,,2024
Terquavion Smith,21,PHI,PG,16,0,84,14.8,.539,.761,.109,0.0,5.4,2.6,22.1,4.7,0.0,12.7,28.4,0.0,0.1,0.1,.050,0.3,0.5,0.8,0.1,,2024
Buddy Boeheim,24,DET,SF,10,0,84,9.1,.509,.862,.345,3.9,9.5,6.6,4.8,0.0,1.0,0.0,17.0,0.1,0.0,0.1,.047,-0.7,-2.8,-3.5,0.0,,2024
Jordan Walsh,19,BOS,SF,9,1,83,8.4,.472,.600,.133,6.8,18.7,13.0,7.2,3.0,1.1,15.9,9.9,0.0,0.2,0.2,.089,-5.6,1.8,-3.8,0.0,,2024
Jerome Robinson,26,GSW,SG,22,0,81,5.7,.410,.515,.333,1.4,6.6,4.0,8.0,0.6,3.3,5.0,20.7,-0.1,0.1,-0.1,-0.040,-6.1,-2.2,-8.3,-0.1,,2024
James Bouknight,23,CHO,SG,14,0,81,15.9,.597,.732,.049,1.3,11.4,6.2,12.2,0.6,1.2,4.6,23.9,0.1,0.0,0.1,.062,4.4,-2.2,2.2,0.1,,2024
Wenyen Gabriel,26,MEM,PF,5,0,81,2.3,.351,.273,.227,9.1,25.3,16.9,5.3,1.2,2.3,24.8,17.0,-0.3,0.1,-0.2,-0.123,-10.6,-1.9,-12.5,-0.2,,2024
Ryan Rollins,21,2TM,PG,13,0,78,22.0,.638,.148,.630,2.7,15.4,8.9,25.0,6.0,3.1,18.8,23.0,0.1,0.1,0.3,.155,0.6,5.1,5.7,0.2,,2024
Ryan Rollins,21,WAS,PG,10,0,66,22.7,.631,.120,.680,3.2,14.9,8.9,24.0,5.7,3.7,17.7,25.2,0.1,0.1,0.2,.147,0.6,4.5,5.0,0.1,,2024
Ryan Rollins,21,MIL,PG,3,0,12,18.5,.750,.500,.000,0.0,17.9,9.1,30.9,8.0,0.0,33.3,10.8,0.0,0.0,0.0,.199,0.6,8.5,9.2,0.0,,2024
R.J. Hampton,22,MIA,PG,8,2,76,0.9,.336,.571,.143,3.0,6.0,4.5,13.6,0.0,0.0,16.8,10.5,-0.1,0.0,-0.1,-0.038,-8.1,-1.4,-9.5,-0.1,,2024
Wendell Moore Jr.,22,MIN,SG,25,0,75,8.6,.500,.333,.000,0.0,17.4,9.1,10.9,3.3,1.2,18.2,13.0,-0.1,0.2,0.1,.052,-6.1,3.3,-2.8,0.0,,2024
Nate Hinton,24,HOU,SG,15,0,75,17.6,.585,.538,.192,9.9,21.7,15.7,18.6,1.9,2.5,9.6,17.7,0.2,0.1,0.3,.187,1.9,1.7,3.6,0.1,,2024
Mouhamed Gueye,21,ATL,PF,6,0,73,15.0,.468,.391,.261,14.4,18.6,16.4,7.0,3.3,4.9,3.8,15.2,0.1,0.1,0.2,.127,-2.1,0.6,-1.5,0.0,,2024
Isaiah Mobley,24,CLE,PF,10,0,72,8.1,.471,.417,.042,4.7,10.8,7.8,11.5,1.4,0.0,7.6,16.2,0.0,0.1,0.0,.032,-4.5,-2.1,-6.6,-0.1,,2024
Boban Marjanović,35,HOU,C,14,0,71,21.1,.560,.059,.412,10.5,38.2,24.2,13.9,0.7,2.6,11.1,27.0,0.1,0.1,0.2,.128,0.2,-0.5,-0.3,0.0,,2024
Jason Preston,24,UTA,PG,7,0,71,10.5,.316,.158,.000,9.4,16.9,13.2,28.7,1.4,1.3,9.5,12.4,0.0,0.0,0.0,.026,-2.5,-0.1,-2.6,0.0,,2024
Jett Howard,20,ORL,SF,18,0,67,8.6,.457,.833,.133,1.7,10.6,6.1,13.0,1.5,2.8,8.6,22.7,-0.1,0.1,0.0,.005,-1.4,-0.3,-1.8,0.0,,2024
Kobi Simmons,26,TOR,PG,4,0,67,14.5,.476,.381,.000,1.6,10.1,5.7,24.2,4.3,2.6,4.5,14.0,0.1,0.1,0.1,.098,-2.6,1.6,-1.0,0.0,,2024
Keyontae Johnson,23,OKC,SF,9,0,66,1.6,.344,.188,.000,7.0,9.8,8.4,7.2,0.7,0.0,20.0,13.1,-0.1,0.1,-0.1,-0.068,-7.5,-2.2,-9.8,-0.1,,2024
Adama Sanogo,21,CHI,PF,9,0,66,21.9,.558,.000,.444,31.6,29.4,30.5,0.0,0.8,0.0,13.4,24.8,0.1,0.1,0.2,.133,-0.4,-6.3,-6.7,-0.1,,2024
Robin Lopez,35,MIL,C,16,2,65,6.6,.453,.421,.105,5.2,3.3,4.2,7.8,0.7,3.9,9.1,14.5,0.0,0.0,0.0,.007,-4.7,-1.4,-6.1,-0.1,,2024
Amari Bailey,19,CHO,PG,10,0,65,9.7,.425,.333,.292,10.1,5.3,7.8,15.2,2.3,0.0,12.9,21.1,-0.1,0.0,-0.1,-0.044,-5.2,-3.1,-8.3,-0.1,,2024
Moussa Diabaté,22,LAC,C,11,0,64,24.7,.576,.000,.737,27.4,15.4,21.2,8.6,3.9,1.4,7.4,18.6,0.2,0.1,0.3,.250,4.0,-0.5,3.5,0.1,,2024
Jack White,26,MEM,SF,4,0,64,1.1,.188,.625,.000,6.6,14.2,10.3,2.0,3.1,1.5,11.1,12.1,-0.2,0.1,-0.1,-0.100,-9.1,-1.2,-10.3,-0.1,,2024
Kendall Brown,20,IND,SG,15,0,63,7.6,.567,.133,.533,5.4,3.6,4.5,9.3,0.0,0.0,9.7,13.7,0.1,0.0,0.1,.045,-4.2,-2.6,-6.8,-0.1,,2024
Ish Wainright,29,2TM,SF,11,0,62,8.9,.462,.833,.083,5.8,20.8,12.7,2.0,3.2,1.5,7.4,18.5,0.0,0.1,0.0,.029,-2.9,0.5,-2.4,0.0,,2024
Ish Wainright,29,POR,SF,7,0,46,10.2,.530,.889,.111,0.0,23.3,11.0,0.0,2.1,2.0,5.0,18.4,0.0,0.1,0.1,.054,-1.2,0.6,-0.6,0.0,,2024
Ish Wainright,29,PHO,SF,4,0,16,5.2,.250,.667,.000,22.3,13.4,17.7,7.6,6.1,0.0,14.3,19.0,0.0,0.0,0.0,-0.042,-7.8,0.3,-7.5,0.0,,2024
Keon Johnson,21,BRK,SG,5,0,61,13.1,.590,.476,.571,5.2,7.4,6.3,6.9,2.4,1.5,16.0,22.2,0.0,0.1,0.1,.068,-1.6,-1.1,-2.7,0.0,,2024
Braxton Key,26,DEN,SF,20,0,60,16.5,.536,.294,.471,5.7,26.9,16.6,18.8,1.7,1.4,4.6,15.7,0.1,0.1,0.2,.180,0.5,1.6,2.1,0.1,,2024
Jermaine Samuels,25,HOU,SF,14,0,60,15.1,.672,.143,.143,5.3,18.1,11.6,7.0,0.8,3.1,0.0,10.5,0.1,0.1,0.2,.178,-0.3,1.1,0.8,0.0,,2024
Colin Castleton,23,LAL,C,16,0,59,13.0,.644,.000,.375,11.9,10.8,11.3,6.8,1.6,0.0,13.9,15.8,0.1,0.0,0.2,.128,-3.9,-1.4,-5.2,0.0,,2024
TyTy Washington Jr.,22,MIL,PG,11,0,56,4.6,.350,.300,.000,2.0,7.7,4.9,11.4,2.6,0.0,9.1,17.0,-0.1,0.1,-0.1,-0.072,-7.1,-1.0,-8.2,-0.1,,2024
Dereon Seabron,23,NOP,SG,6,0,55,9.2,.448,.154,.462,2.0,12.0,7.1,11.2,1.8,1.8,0.0,12.4,0.0,0.1,0.1,.087,-2.7,1.2,-1.5,0.0,,2024
Juan Toscano-Anderson,30,SAC,SF,11,0,53,2.5,.292,.333,.000,8.3,21.6,14.8,9.0,0.9,1.7,14.3,11.3,-0.1,0.1,0.0,-0.024,-8.7,-0.6,-9.4,-0.1,,2024
Leonard Miller,20,MIN,SF,17,0,52,27.0,.694,.250,.100,11.5,31.3,21.8,25.5,1.9,1.7,4.6,18.6,0.2,0.1,0.3,.323,5.9,3.7,9.6,0.2,,2024
Seth Lundy,23,ATL,SF,9,0,52,0.0,.373,.765,.235,2.0,13.1,7.3,0.0,0.0,0.0,5.1,15.8,-0.1,0.0,-0.1,-0.092,-7.7,-5.0,-12.7,-0.1,,2024
David Duke Jr.,24,SAS,SG,4,0,51,16.2,.673,.333,.167,4.2,17.1,10.6,14.6,1.9,0.0,13.4,18.5,0.1,0.0,0.1,.119,-0.1,1.4,1.4,0.0,,2024
Daishen Nix,21,MIN,PG,15,0,50,12.3,.507,.708,.250,2.4,4.3,3.4,17.8,4.9,0.0,15.8,28.0,-0.1,0.1,0.0,.014,-2.8,1.4,-1.4,0.0,,2024
Jay Huff,25,DEN,C,20,0,49,18.5,.724,.600,.133,4.7,19.8,12.4,5.6,2.0,5.2,5.9,15.0,0.1,0.1,0.2,.212,-0.3,1.6,1.3,0.0,,2024
Hunter Tyson,23,DEN,PF,18,0,48,6.0,.500,.700,.000,2.4,18.0,10.4,5.6,1.0,0.0,9.1,20.0,0.0,0.1,0.0,.007,-6.8,-2.1,-8.9,-0.1,,2024
James Johnson,36,IND,PF,9,0,47,5.0,.368,.200,.200,2.4,7.2,4.8,18.6,5.0,1.7,31.5,14.2,-0.1,0.1,0.0,-0.050,-8.0,2.2,-5.8,0.0,,2024
DaQuan Jeffries,26,NYK,SG,17,0,46,3.1,.391,.588,.118,0.0,12.2,6.1,14.9,0.0,2.0,14.4,19.6,-0.1,0.0,-0.1,-0.087,-5.6,-2.5,-8.1,-0.1,,2024
Ryan Arcidiacono,29,NYK,PG,20,0,45,-2.0,.000,1.000,.000,0.0,20.0,10.0,10.4,2.2,0.0,25.0,7.7,-0.1,0.1,-0.1,-0.089,-11.5,1.9,-9.6,-0.1,,2024
Frank Ntilikina,25,CHO,PG,5,0,43,0.0,.253,.889,.222,2.5,13.5,7.8,11.5,0.0,0.0,9.2,11.2,-0.1,0.0,-0.1,-0.099,-10.0,-3.4,-13.4,-0.1,,2024
Oscar Tshiebwe,24,IND,PF,8,0,42,24.8,.553,.000,.400,21.6,21.6,21.6,6.4,2.2,1.9,0.0,23.5,0.1,0.0,0.2,.221,4.5,-2.3,2.2,0.0,,2024
D'Moi Hodge,25,LAL,SG,7,0,41,6.1,.441,.800,.133,0.0,0.0,0.0,15.6,1.2,2.1,5.9,17.8,0.0,0.0,0.0,-0.019,-3.7,-2.6,-6.3,0.0,,2024
Greg Brown III,22,DAL,PF,6,0,40,10.5,.501,.273,.818,8.2,16.3,12.3,13.0,0.0,8.8,21.1,20.3,0.0,0.0,0.0,.000,-5.0,0.6,-4.4,0.0,,2024
Taze Moore,25,POR,SG,4,0,40,11.8,.453,.368,.105,10.6,11.9,11.2,20.4,2.5,0.0,13.1,24.3,0.0,0.0,0.0,-0.017,-2.5,-0.6,-3.1,0.0,,2024
Alex Fudge,20,2TM,SF,6,0,40,9.8,.472,.333,.133,11.3,2.7,6.9,0.0,3.6,0.0,11.2,19.2,0.0,0.0,0.0,-0.007,-3.7,-1.5,-5.2,0.0,,2024
Alex Fudge,20,LAL,SF,4,0,14,-1.9,.291,.333,.333,16.7,0.0,7.9,0.0,0.0,0.0,12.7,24.3,-0.1,0.0,-0.1,-0.222,-9.9,-8.3,-18.1,-0.1,,2024
Alex Fudge,20,DAL,SF,2,0,26,16.2,.611,.333,.000,8.4,4.2,6.3,0.0,5.5,0.0,10.0,16.5,0.0,0.0,0.1,.108,-0.4,2.1,1.7,0.0,,2024
JD Davison,21,BOS,SG,8,0,39,18.8,.581,.583,.333,5.8,21.2,13.8,32.9,1.3,2.3,12.7,17.6,0.1,0.1,0.2,.228,1.8,1.4,3.3,0.1,,2024
RaiQuan Gray,24,SAS,PF,3,0,39,22.7,.676,.412,.000,5.5,14.0,9.7,25.2,1.2,2.1,5.6,19.5,0.1,0.0,0.2,.187,5.6,1.8,7.4,0.1,,2024
Jacob Toppin,23,NYK,SF,9,0,38,14.3,.658,.444,.222,8.8,11.9,10.3,10.9,0.0,2.5,9.2,12.4,0.1,0.0,0.1,.161,0.6,-1.3,-0.7,0.0,,2024
Jalen Slawson,24,SAC,SF,12,0,37,6.6,.667,.333,.000,3.0,18.6,10.6,6.9,1.3,2.5,25.0,9.2,0.0,0.0,0.0,.058,-7.5,1.1,-6.4,0.0,,2024
Charlie Brown Jr.,26,NYK,SG,8,0,37,-3.2,.300,.700,.000,3.0,3.0,3.0,0.0,0.0,5.1,16.7,14.0,-0.1,0.0,-0.1,-0.124,-10.2,-3.4,-13.6,-0.1,,2024
D.J. Carton,23,TOR,SG,4,0,36,9.6,.539,.500,.625,6.0,6.2,6.1,10.5,1.3,0.0,8.9,13.3,0.0,0.0,0.0,.062,-4.2,-1.1,-5.3,0.0,,2024
Dexter Dennis,24,DAL,SG,4,0,30,18.3,.541,.421,.158,3.7,29.0,16.4,23.7,0.0,2.9,12.9,33.3,0.0,0.0,0.0,.004,1.7,-0.1,1.7,0.0,,2024
Henri Drell,23,CHI,SF,4,0,30,10.7,.506,.600,.200,3.7,11.4,7.5,18.3,3.3,3.4,15.5,18.8,0.0,0.0,0.0,.047,-5.1,0.2,-4.9,0.0,,2024
Jordan Miller,24,LAC,SF,8,0,28,14.1,.658,.222,.222,12.5,7.8,10.1,0.0,0.0,0.0,9.2,17.0,0.1,0.0,0.1,.116,0.4,-4.2,-3.8,0.0,,2024
Mason Jones,25,SAC,SG,5,0,28,5.8,.394,.875,.250,3.9,16.4,10.0,21.7,1.7,0.0,18.4,16.6,0.0,0.0,0.0,-0.018,-5.4,0.0,-5.5,0.0,,2024
Pete Nance,23,CLE,PF,8,0,27,-3.9,.218,.167,.333,0.0,12.3,6.2,0.0,1.8,0.0,12.7,12.9,-0.1,0.0,-0.1,-0.154,-11.9,-3.2,-15.2,-0.1,,2024
Pat Spencer,27,GSW,PG,6,0,26,9.4,.500,.500,.000,8.4,8.2,8.3,23.3,0.0,0.0,20.0,8.1,0.0,0.0,0.0,.084,-3.4,-3.1,-6.4,0.0,,2024
Dariq Whitehead,19,BRK,SF,2,0,24,4.9,.255,.600,.400,0.0,18.8,9.1,15.6,0.0,3.8,0.0,10.6,0.0,0.0,0.0,-0.030,-5.5,-2.4,-7.9,0.0,,2024
Mamadi Diakite,27,2TM,PF,6,0,24,18.6,.694,.167,1.000,4.5,13.8,9.1,13.5,2.1,3.5,10.4,17.0,0.1,0.0,0.1,.168,0.8,2.7,3.5,0.0,,2024
Mamadi Diakite,27,SAS,PF,3,0,16,30.4,.785,.000,1.200,6.7,13.6,10.1,20.3,0.0,5.2,0.0,20.2,0.1,0.0,0.1,.349,7.9,3.7,11.6,0.1,,2024
Mamadi Diakite,27,NYK,PF,3,0,8,-5.2,.000,1.000,.000,0.0,14.1,7.0,0.0,6.3,0.0,50.0,10.8,-0.1,0.0,0.0,-0.194,-13.5,0.7,-12.7,0.0,,2024
E.J. Liddell,23,NOP,PF,8,0,23,4.3,.291,.833,.333,0.0,23.9,12.1,5.2,4.3,8.6,22.5,16.8,-0.1,0.1,0.0,-0.091,-8.7,4.0,-4.7,0.0,,2024
Drew Peterson,24,BOS,PF,3,0,23,18.5,.917,.833,.000,0.0,4.5,2.3,5.9,4.3,0.0,14.3,13.3,0.1,0.0,0.1,.194,3.8,1.6,5.3,0.0,,2024
Jordan Ford,25,SAC,PG,6,0,22,16.8,.761,.429,.286,0.0,10.4,5.1,12.8,0.0,0.0,11.3,17.3,0.1,0.0,0.1,.157,3.3,-1.1,2.2,0.0,,2024
Isaiah Thomas,34,PHO,PG,6,0,19,6.7,.400,.400,.000,0.0,0.0,0.0,21.9,0.0,0.0,0.0,22.8,0.0,0.0,0.0,-0.030,-1.6,-5.2,-6.9,0.0,,2024
Usman Garuba,21,GSW,PF,6,0,18,7.0,.218,.167,.333,18.2,23.7,21.0,6.6,2.7,15.1,22.5,20.8,-0.1,0.0,0.0,-0.124,-10.8,-0.1,-10.9,0.0,,2024
Danny Green,36,PHI,SG,2,0,18,0.7,.000,.500,.000,0.0,12.5,6.1,6.5,2.7,0.0,0.0,4.8,0.0,0.0,0.0,-0.035,-7.4,0.8,-6.6,0.0,,2024
Alondes Williams,24,MIA,SG,7,0,16,-7.9,.296,.500,.125,0.0,7.1,3.5,0.0,0.0,6.1,19.2,29.1,-0.1,0.0,-0.1,-0.357,-17.8,-5.4,-23.2,-0.1,,2024
Ty Jerome,26,CLE,SG,2,0,15,7.6,.500,.250,.000,7.6,0.0,3.7,27.3,0.0,0.0,20.0,14.7,0.0,0.0,0.0,.040,-4.1,-0.8,-4.9,0.0,,2024
D.J. Wilson,27,PHI,PF,2,0,15,31.6,.833,.333,.000,7.2,7.5,7.4,22.5,0.0,12.2,0.0,17.3,0.1,0.0,0.1,.355,15.5,7.0,22.4,0.1,,2024
Adam Flagler,24,OKC,SG,2,0,14,0.6,.214,.857,.000,0.0,0.0,0.0,33.6,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-0.159,-6.7,-3.9,-10.6,0.0,,2024
Andrew Funk,24,CHI,SG,5,0,13,-5.0,.000,.750,.000,0.0,0.0,0.0,0.0,3.8,7.9,0.0,13.5,-0.1,0.0,-0.1,-0.252,-12.4,-2.0,-14.4,0.0,,2024
